Organism,Count,Year
Proteus mirabilis,909,2024
Candida glabrata,905,2024
Enterococcus faecalis,882,2024
"Staphylococcus, coagulase negative",548,2024
Corynebacterium striatum,503,2024
Candida parapsilosis,473,2024
Enterobacter cloacae complex,418,2024
Mycobacterium tuberculosis,329,2024
Staphylococcus epidermidis,304,2024
Klebsiella aerogenes,281,2024
Streptococcus agalactiae,263,2024
Diphtheroids,227,2024
Morganella morganii,219,2024
Streptococcus pyogenes,198,2024
Candida parapsilosis complex,184,2024
Alpha-haemolytic streptococcus,169,2024
Coliform bacteria,165,2024
Mycobacterium tuberculosis complex,157,2024
Enterococcus species,153,2024
Clostridioides difficile,152,2024
Neisseria species,147,2024
Mycobacterium species,136,2024
Streptococcus anginosus,131,2024
Rothia mucilaginosa,128,2024
Yeast,124,2024
Burkholderia cepacia complex,120,2024
Aeromonas species,119,2024
Citrobacter koseri,117,2024
Staphylococcus haemolyticus,107,2024
Bacteroides fragilis,106,2024
Candida species,101,2024
Haemophilus influenzae,96,2024
Candida auris,95,2024
Clostridium perfringens,93,2024
Citrobacter freundii complex,83,2024
Bacteroides fragilis group,79,2024
Klebsiella species,77,2024
Corynebacterium species,75,2024
"Streptococcus, group G",73,2024
Citrobacter species,71,2024
Enterococcus avium,70,2024
Elizabethkingia species,68,2024
Lactobacillus species,67,2024
Proteus species,66,2024
Serratia species,65,2024
Enterobacter species,65,2024
Salmonella group D,65,2024
Candida dubliniensis,65,2024
Bacteroides species,64,2024
Candida krusei,60,2024
Mycobacterium avium complex,59,2024
Streptococcus pneumoniae,57,2024
Trichosporon asahii,57,2024
Providencia stuartii,55,2024
Salmonella Enteritidis,53,2024
Gram-negative bacilli,52,2024
Streptococcus species,51,2024
Staphylococcus lugdunensis,51,2024
Achromobacter species,50,2024
Acinetobacter species,47,2024
Staphylococcus capitis,46,2024
Burkholderia pseudomallei,46,2024
"Streptococcus, viridans group",44,2024
Streptococcus mitis group,43,2024
Serratia marcescens,43,2024
Streptococcus bovis group,42,2024
Enterococcus gallinarum,42,2024
Candida lusitaniae,40,2024
Bacillus species,39,2024
Candida metapsilosis,36,2024
Klebsiella oxytoca,35,2024
Staphylococcus caprae,34,2024
Kodamaea ohmeri,32,2024
Enterococcus raffinosus,31,2024
Elizabethkingia anophelis,31,2024
Streptococcus dysgalactiae subsp. equisimilis,31,2024
Streptococcus constellatus,30,2024
Pseudomonas species,29,2024
Enterobacter hormaechei,28,2024
Gram-positive cocci,27,2024
Haemophilus parainfluenzae,27,2024
Staphylococcus hominis,26,2024
Chryseobacterium species,26,2024
Aspergillus fumigatus,26,2024
Cryptococcus neoformans,26,2024
Serratia marcescens complex,23,2024
Cutibacterium acnes,23,2024
Corynebacterium jeikeium,23,2024
Candida orthopsilosis,23,2024
Salmonella group B,22,2024
Salmonella group C,20,2024
Acid-fast bacillus,20,2024
Actinomyces species,19,2024
Streptococcus salivarius group,18,2024
Streptococcus gallolyticus subspecies pasteurianus,18,2024
Mycobacterium abscessus,18,2024
Streptococcus dysgalactiae,18,2024
Anaerobic bacteria,18,2024
Enterococcus casseliflavus,17,2024
Acinetobacter baumannii,17,2024
Aspergillus species,16,2024
Streptococcus intermedius,16,2024
Fusobacterium species,16,2024
Talaromyces marneffei,16,2024
Vibrio vulnificus,14,2024
Cyberlindnera fabianii,14,2024
Candida guilliermondii,14,2024
Aeromonas hydrophila,14,2024
Aspergillus fumigatus complex,14,2024
Staphylococcus warneri,13,2024
Bacteroides vulgatus,12,2024
Sphingomonas paucimobilis,12,2024
Granulicatella adiacens,12,2024
Corynebacterium urealyticum,12,2024
Mycobacterium fortuitum complex,12,2024
Eggerthella lenta,12,2024
Moraxella catarrhalis,11,2024
Clavispora lusitaniae,11,2024
Campylobacter coli,11,2024
Micrococcus species,11,2024
Fusarium species,11,2024
Anaerobic Gram-negative bacilli,10,2024
Finegoldia magna,10,2024
Aspergillus flavus,10,2024
Acinetobacter junii,10,2024
Elizabethkingia meningoseptica,10,2024
Non-fermentative Gram-negative bacilli,10,2024
Gram-positive bacilli,10,2024
Prevotella species,10,2024
Streptococcus gallolyticus,10,2024
Shewanella species,10,2024
Sphingomonas species,9,2024
Bacteroides thetaiotaomicron,9,2024
Clostridium innocuum,9,2024
Prevotella intermedia,9,2024
Lactococcus species,9,2024
Saccharomyces cerevisiae,9,2024
Peptostreptococcus species,8,2024
Kluyvera species,8,2024
Gemella morbillorum,8,2024
Fusobacterium varium,8,2024
Salmonella species,8,2024
Salmonella group E,8,2024
Trichophyton rubrum complex,8,2024
Citrobacter amalonaticus complex,8,2024
Staphylococcus species,7,2024
Trichophyton rubrum,7,2024
Corynebacterium tuberculostearicum,7,2024
Clostridium species,7,2024
Propionibacterium species,7,2024
Proteus hauseri,7,2024
Achromobacter xylosoxidans,7,2024
Parvimonas micra,6,2024
Fusobacterium mortiferum,6,2024
Streptococcus parasanguinis,6,2024
Plesiomonas shigelloides,6,2024
Parabacteroides distasonis,6,2024
Leuconostoc species,6,2024
Streptococcus oralis,6,2024
Alcaligenes faecalis,6,2024
Bacillus cereus group,6,2024
Klebsiella variicola,6,2024
Lactobacillus rhamnosus,6,2024
Corynebacterium amycolatum,6,2024
Clostridium ramosum,6,2024
Streptococcus sanguinis,6,2024
Mould,6,2024
Mycobacterium kansasii,6,2024
Streptococcus milleri group,6,2024
Legionella pneumophila serogroup 1,6,2024
Lactobacillus salivarius,5,2024
Peptoniphilus species,5,2024
Tsukamurella pulmonis,5,2024
Veillonella species,5,2024
Ochrobactrum species,5,2024
Prevotella bivia,5,2024
Lactobacillus paracasei,5,2024
Aspergillus niger complex,5,2024
Exophiala species,5,2024
Haemophilus parahaemolyticus,5,2024
Bacteroides ovatus,4,2024
Clostridium tertium,4,2024
Haemophilus haemolyticus,4,2024
Streptococcus gordonii,4,2024
Lactobacillus fermentum,4,2024
Kocuria species,4,2024
Bacillus cereus group not Bacillus anthracis,4,2024
Pediococcus species,4,2024
Moraxella species,4,2024
Pseudomonas putida group,4,2024
Penicillium species,4,2024
Campylobacter jejuni,4,2024
Bacillus licheniformis,4,2024
Shewanella algae,4,2024
Moraxella osloensis,4,2024
Weissella confusa,4,2024
Micrococcus luteus,4,2024
Anaerobic Gram-positive bacilli,4,2024
Anaerobic Gram-positive cocci,4,2024
Actinomyces odontolyticus,4,2024
Citrobacter farmeri,4,2024
Clostridium saudiense,4,2024
Enterococcus thailandicus,4,2024
Nocardia species,4,2024
Trichosporon species,4,2024
Bifidobacterium species,3,2024
Staphylococcus pseudintermedius,3,2024
Salmonella rissen,3,2024
Edwardsiella tarda,3,2024
Pandoraea species,3,2024
Acinetobacter bereziniae,3,2024
Streptococcus mutans,3,2024
Corynebacterium resistens,3,2024
Fusobacterium nucleatum,3,2024
Capnocytophaga species,3,2024
Aerococcus urinae,3,2024
Purpureocillium lilacinum,3,2024
Aeromonas veronii,3,2024
Enterococcus hirae,3,2024
Rhodotorula rubra,3,2024
Abiotrophia defectiva,3,2024
Eggerthella species,3,2024
Dermabacter hominis,3,2024
Malassezia species,3,2024
Prevotella heparinolytica,3,2024
Chryseobacterium arthrosphaerae,3,2024
Candida fabianii,3,2024
Lysinibacillus species,3,2024
Ralstonia species,3,2024
Proteus penneri,3,2024
Corynebacterium simulans,3,2024
Enterococcus cecorum,3,2024
Salmonella Typhi,3,2024
Rhodococcus hoagii,3,2024
Trichosporon inkin,3,2024
Paenibacillus urinalis,3,2024
Exophiala dermatitidis,3,2024
Chryseobacterium indologenes,3,2024
Staphylococcus saccharolyticus,3,2024
Bacteroides salyersiae,2,2024
Mycobacterium mucogenicum group,2,2024
Bacteroides xylanisolvens,2,2024
Delftia species,2,2024
Bacteroides kribbi,2,2024
Corynebacterium oculi,2,2024
Propionimicrobium lymphophilum,2,2024
Kytococcus schroeteri,2,2024
Fungus,2,2024
Clostridium sporogenes,2,2024
Flavobacterium species,2,2024
Staphylococcus pettenkoferi,2,2024
Proteus vulgaris,2,2024
Mucor species,2,2024
Bacteroides uniformis,2,2024
Rothia dentocariosa,2,2024
Rothia species,2,2024
Turicibacter sanguinis,2,2024
Rhodotorula species,2,2024
Parabacteroides gordonii,2,2024
Citrobacter freundii,2,2024
Ralstonia picketti,2,2024
Mycobacterium obuense,2,2024
Staphylococcus saprophyticus,2,2024
Kluyvera georgiana,2,2024
Necropsobacter rosorum,2,2024
Cutibacterium species,2,2024
Aeromonas hydrophila complex,2,2024
Comamonas species,2,2024
Bacteroides caccae,2,2024
Mycobacterium chelonae,2,2024
Eikenella corrodens,2,2024
Eubacterium tenue,2,2024
Actinomyces naeslundii,2,2024
Bacteroides pyogenes,2,2024
Cupriavidus species,2,2024
Listeria monocytogenes,2,2024
Eubacterium species,2,2024
Bacteroides stercoris,2,2024
Candida duobushaemulonii,2,2024
Mycobacterium lentiflavum,2,2024
Streptococcus salivarius,2,2024
Clavispora opuntiae,2,2024
Kytococcus sedentarius,2,2024
Acinetobacter ursingii,2,2024
Salmonella london,2,2024
Peptostreptococcus anaerobius,2,2024
Salmonella typhimurium,2,2024
Aeromonas caviae,2,2024
Salmonella group I,2,2024
Citrobacter youngae,2,2024
Lactococcus garvieae,2,2024
Campylobacter fetus,2,2024
Candida glabrata complex,2,2024
Edwardsiella species,2,2024
Limosilactobacillus species,2,2024
Clostridium symbiosum,2,2024
Burkholderia cepacia,2,2024
Raoultella species,2,2024
Non-haemolytic streptococcus,2,2024
Staphylococcus cohnii,2,2024
Providencia species,2,2024
Myroides species,2,2024
Catabacter hongkongensis,2,2024
Brevibacterium casei,1,2024
Aspergillus flavus complex,1,2024
Streptococcus vestibularis,1,2024
Corynebacterium argentoratense,1,2024
Leclercia adecarboxylata,1,2024
Corynebacterium macginleyi,1,2024
Lodderomyces elongisporus,1,2024
Parvimonas species,1,2024
Chaetomium species,1,2024
Hanseniaspora uvarum,1,2024
Enterococcus mundtii,1,2024
Anaerococcus vaginalis,1,2024
Veillonella parvula,1,2024
Actinotignum schaalii,1,2024
Bacillus simplex,1,2024
Corynebacterium aurimucosum,1,2024
Actinomyces turicensis,1,2024
Paecilomyces species,1,2024
Citrobacter braakii,1,2024
Arcanobacterium haemolyticum,1,2024
Cellulosimicrobium funkei,1,2024
Staphylococcus chromogenes,1,2024
Bifidobacterium adolescentis,1,2024
Eubacterium aerofaciens,1,2024
Trueperella bernardiae,1,2024
Vibrio alginolyticus,1,2024
Ralstonia mannitolilytica,1,2024
Lacrimispora species,1,2024
Gemella species,1,2024
Lactobacillus johnsonii,1,2024
Acinetobacter johnsonii,1,2024
Porphyromonas species,1,2024
Atopobium parvulum,1,2024
Parabacteroides species,1,2024
Trichosporon mucoides,1,2024
Staphylococcus simulans,1,2024
Burkholderia cenocepacia,1,2024
Brevundimonas diminuta,1,2024
Fusobacterium ulcerans,1,2024
Salmonella bareilly,1,2024
Gram-positive coccobacilli,1,2024
Burkholderia species,1,2024
Ochrobactrum anthropi,1,2024
Bacteroides nordii,1,2024
Streptococcus pseudopneumoniae,1,2024
Campylobacter species,1,2024
Haemophilus species,1,2024
Capnocytophaga sputigena,1,2024
Malassezia furfur,1,2024
Bacillus cereus,1,2024
Desulfovibrio species,1,2024
Kodamaea species,1,2024
Pantoea species,1,2024
Corynebacterium diphtheriae,1,2024
Microbacterium species,1,2024
Trichophyton mentagrophytes,1,2024
Alistipes onderdonkii,1,2024
Dermacoccus species,1,2024
Rothia koreensis,1,2024
Aggregatibacter aphrophilus,1,2024
Raoultella ornithinolytica,1,2024
Rapid growing mycobacteria,1,2024
Aeromonas sobria,1,2024
Aspergillus niger,1,2024
Absidia corymbifera,1,2024
Legionella pneumophila,1,2024
Cardiobacterium hominis,1,2024
Lactobacillus gasseri,1,2024
Chryseobacterium gleum,1,2024
"Vibrio cholerae, non-O1/non-O139",1,2024
Saccharomyces species,1,2024
Propionibacterium avidum,1,2024
Pasteurella multocida,1,2024
Eggerthia catenaformis,1,2024
Enterocloster clostridioformis,1,2024
Streptococcus sinensis,1,2024
Prevotella denticola,1,2024
Eubacterium limosum,1,2024
Cronobacter species,1,2024
Brachybacterium species,1,2024
Vibrio parahaemolyticus,1,2024
Leuconostoc lactis,1,2024
Cutaneotrichosporon species,1,2024
Sphingobacterium spiritivorum,1,2024
Staphylococcus pasteuri,1,2024
Staphylococcus petrasii,1,2024
Alistipes finegoldii,1,2024
Aerococcus viridans,1,2024
Fusobacterium gonidiaformans,1,2024
Barrientosiimonas humi,1,2024
Tsukamurella tyrosinosolvens,1,2024
Pseudomonas mosselii,1,2024
Sphingobacterium species,1,2024
Cetobacterium somerae,1,2024
Actinotignum species,1,2024
Bilophila wadsworthia,1,2024
Raoultella planticola,1,2024
Vibrio furnissii,1,2024
Paraclostridium bifermentans,1,2024
Alistipes putredinis,1,2024
Bacteroides cellulosilyticus,1,2024
Enterococcus malodoratus,1,2024
Paenibacillus lautus,1,2024
Schizophyllum commune,1,2024
Elizabethkingia miricola,1,2024
Providencia rettgeri,1,2024
Ruminococcus gnavus,1,2024
Mycobacterium chelonae complex,1,2024
Beta-haemolytic streptococcus,1,2024
Capnocytophaga gingivalis,1,2024
Corynebacterium kroppenstedtii,1,2024
Pseudomonas otitidis,1,2024
Escherichia coli,4891,2025
Candida albicans,2857,2025
Pseudomonas aeruginosa,2012,2025
Methicillin resistant Staphylococcus aureus,1949,2025
Klebsiella pneumoniae complex,1868,2025
Enterococcus faecium,1626,2025
Acinetobacter calcoaceticus-Acinetobacter baumannii complex,1288,2025
Staphylococcus aureus,977,2025
Klebsiella pneumoniae,950,2025
Stenotrophomonas maltophilia,936,2025
Proteus mirabilis,887,2025
Candida glabrata,874,2025
Enterococcus faecalis,807,2025
Candida tropicalis,787,2025
"Staphylococcus, coagulase negative",466,2025
Corynebacterium striatum,452,2025
Candida parapsilosis,444,2025
Enterobacter cloacae complex,420,2025
Staphylococcus epidermidis,348,2025
Klebsiella aerogenes,267,2025
Streptococcus pyogenes,248,2025
Candida parapsilosis complex,242,2025
Diphtheroids,225,2025
Mycobacterium tuberculosis,206,2025
Morganella morganii,170,2025
Alpha-haemolytic streptococcus,169,2025
Mycobacterium tuberculosis complex,152,2025
Streptococcus anginosus,136,2025
Coliform bacteria,132,2025
Bacteroides fragilis,132,2025
Aeromonas species,126,2025
Neisseria species,121,2025
Streptococcus agalactiae,117,2025
Citrobacter koseri,115,2025
Yeast,112,2025
Rothia mucilaginosa,111,2025
Enterococcus species,108,2025
Citrobacter freundii complex,107,2025
Candida species,105,2025
Staphylococcus haemolyticus,98,2025
Clostridium perfringens,97,2025
Clostridioides difficile,95,2025
Mycobacterium species,95,2025
Lactobacillus species,88,2025
Candida auris,87,2025
Enterococcus avium,82,2025
Candida krusei,79,2025
Trichosporon asahii,79,2025
Serratia species,78,2025
Corynebacterium species,77,2025
Burkholderia cepacia complex,76,2025
Bacteroides species,73,2025
Streptococcus mitis group,67,2025
Proteus species,67,2025
"Streptococcus, group G",65,2025
Enterococcus gallinarum,65,2025
Candida dubliniensis,65,2025
"Streptococcus, viridans group",65,2025
Staphylococcus capitis,65,2025
Streptococcus species,65,2025
Salmonella Enteritidis,64,2025
Streptococcus pneumoniae,64,2025
Klebsiella species,62,2025
Haemophilus influenzae,62,2025
Candida lusitaniae,59,2025
Gram-negative bacilli,59,2025
Citrobacter species,57,2025
Staphylococcus lugdunensis,55,2025
Providencia stuartii,53,2025
Bacteroides fragilis group,51,2025
Klebsiella oxytoca,45,2025
Streptococcus constellatus,44,2025
Mycobacterium avium complex,44,2025
Enterococcus raffinosus,40,2025
Bacillus species,39,2025
Salmonella group D,37,2025
Candida guilliermondii,37,2025
Aspergillus fumigatus complex,35,2025
Serratia marcescens complex,34,2025
Acinetobacter species,34,2025
Enterobacter species,33,2025
Streptococcus dysgalactiae,32,2025
Staphylococcus caprae,30,2025
Streptococcus salivarius group,29,2025
Streptococcus bovis group,28,2025
Mycobacterium abscessus,28,2025
Gram-positive cocci,28,2025
Serratia marcescens,28,2025
Bacteroides thetaiotaomicron,27,2025
Haemophilus parainfluenzae,27,2025
Pseudomonas species,26,2025
Chryseobacterium species,25,2025
Elizabethkingia species,25,2025
Corynebacterium jeikeium,23,2025
Candida metapsilosis,23,2025
Actinomyces species,22,2025
Cutibacterium acnes,22,2025
Enterococcus casseliflavus,21,2025
Anaerobic bacteria,21,2025
Corynebacterium urealyticum,21,2025
Enterobacter hormaechei,21,2025
Prevotella species,21,2025
Eggerthella lenta,20,2025
Vibrio vulnificus,20,2025
Shewanella species,19,2025
Streptococcus milleri group,19,2025
Propionibacterium species,19,2025
Fusobacterium species,19,2025
Bacteroides vulgatus,19,2025
Streptococcus dysgalactiae subsp. equisimilis,19,2025
Moraxella catarrhalis,18,2025
Anaerobic Gram-negative bacilli,18,2025
Pichia norvegensis,18,2025
Acid-fast bacillus,18,2025
Salmonella group C,17,2025
Kodamaea ohmeri,17,2025
Talaromyces marneffei,17,2025
Achromobacter species,16,2025
Parvimonas micra,16,2025
Staphylococcus hominis,16,2025
Aspergillus flavus complex,15,2025
Granulicatella adiacens,15,2025
Salmonella species,15,2025
Fusarium species,15,2025
Cryptococcus neoformans,15,2025
Parabacteroides distasonis,14,2025
Acinetobacter baumannii,13,2025
Mycobacterium kansasii,13,2025
Aspergillus species,13,2025
Saccharomyces cerevisiae,12,2025
Candida norvegensis,11,2025
Aeromonas hydrophila,11,2025
Rothia species,11,2025
Streptococcus intermedius,10,2025
Citrobacter amalonaticus complex,10,2025
Gram-positive bacilli,10,2025
Achromobacter xylosoxidans,10,2025
Salmonella group B,10,2025
Corynebacterium amycolatum,10,2025
Shewanella algae,10,2025
Citrobacter freundii,9,2025
Acinetobacter junii,9,2025
Aspergillus fumigatus,9,2025
Clostridium innocuum,9,2025
Elizabethkingia meningoseptica,9,2025
Trichophyton rubrum,9,2025
Peptostreptococcus anaerobius,9,2025
Chryseobacterium indologenes,9,2025
Rhizopus species,9,2025
Clostridium species,8,2025
Streptococcus gallolyticus subspecies pasteurianus,8,2025
Lactobacillus salivarius,8,2025
Slackia exigua,8,2025
Bifidobacterium species,8,2025
Prevotella bivia,8,2025
Streptococcus suis,8,2025
Raoultella species,8,2025
Fusobacterium varium,8,2025
Prevotella buccae,7,2025
Trichosporon species,7,2025
Lactobacillus fermentum,7,2025
Veillonella species,7,2025
Clostridium ramosum,7,2025
Listeria monocytogenes,7,2025
Candida nivariensis,7,2025
Trichosporon japonicum,7,2025
Streptococcus gallolyticus,7,2025
Lactococcus species,7,2025
Gram-positive coccobacilli,7,2025
Sphingomonas species,7,2025
Acinetobacter ursingii,7,2025
Ralstonia mannitolilytica,6,2025
Moraxella species,6,2025
Pantoea species,6,2025
Peptostreptococcus species,6,2025
Micrococcus luteus,6,2025
Finegoldia magna,6,2025
Neisseria meningitidis,6,2025
Bacteroides uniformis,6,2025
Legionella pneumophila,6,2025
Prevotella intermedia,6,2025
Bacillus cereus group not Bacillus anthracis,6,2025
Gemella morbillorum,5,2025
Enterococcus hirae,5,2025
Streptococcus gordonii,5,2025
Rhizobium radiobacter,5,2025
Trichophyton rubrum complex,5,2025
Pichia species,5,2025
Fusobacterium mortiferum,5,2025
Actinomyces turicensis,5,2025
Micrococcus species,5,2025
Aspergillus niger complex,5,2025
Bacillus licheniformis,5,2025
Eubacterium aerofaciens,5,2025
Citrobacter amalonaticus,5,2025
Pseudomonas stutzeri,5,2025
Providencia species,5,2025
Pantoea piersonii,5,2025
Gemella species,5,2025
Mycobacterium fortuitum complex,5,2025
Proteus vulgaris,5,2025
Non-fermentative Gram-negative bacilli,5,2025
Pseudomonas putida group,5,2025
Candida orthopsilosis,5,2025
"Streptococcus, group C",5,2025
Corynebacterium coyleae,5,2025
Mould,4,2025
Cryptococcus species,4,2025
Corynebacterium tuberculostearicum,4,2025
Mycobacterium paragordonae,4,2025
Streptococcus gallolyticus subspecies gallolyticus,4,2025
Anaerobic Gram-positive cocci,4,2025
Veillonella parvula,4,2025
Providencia rettgeri,4,2025
Aeromonas veronii,4,2025
Leuconostoc lactis,4,2025
Anaerobic Gram-positive bacilli,4,2025
Streptococcus parasanguinis,4,2025
Campylobacter jejuni,4,2025
Pediococcus species,4,2025
Alcaligenes faecalis,4,2025
Delftia species,4,2025
Aspergillus terreus,4,2025
Staphylococcus warneri,4,2025
Bilophila wadsworthia,4,2025
Kocuria rhizophila,4,2025
Paenibacillus lautus,4,2025
Penicillium species,4,2025
Proteus penneri,4,2025
Turicibacter sanguinis,3,2025
Veillonella atypica,3,2025
Streptococcus salivarius,3,2025
Flavobacterium species,3,2025
Capnocytophaga species,3,2025
Eubacterium limosum,3,2025
Kocuria species,3,2025
"Vibrio cholerae, non-O1/non-O139",3,2025
Bacillus cereus,3,2025
Trueperella bernardiae,3,2025
Mycobacterium mageritense,3,2025
Streptococcus vestibularis,3,2025
Candida kefyr,3,2025
Burkholderia pseudomallei,3,2025
Paenibacillus species,3,2025
Vibrio fluvialis,3,2025
Mycobacterium chelonae complex,3,2025
Prevotella heparinolytica,3,2025
Candida glabrata complex,3,2025
Clostridium tertium,3,2025
Ochrobactrum intermedium,3,2025
Trichophyton mentagrophytes complex,3,2025
Aeromonas hydrophila complex,3,2025
Plesiomonas shigelloides,3,2025
Bifidobacterium longum,3,2025
Lactobacillus rhamnosus,3,2025
Haemophilus species,3,2025
Actinomyces odontolyticus,3,2025
Elizabethkingia anophelis,3,2025
Exophiala species,2,2025
Arcobacter butzleri,2,2025
Stenotrophomonas species,2,2025
Bacteroides ovatus,2,2025
Aspergillus flavus,2,2025
Lactobacillus gasseri,2,2025
Bacteroides salyersiae,2,2025
Pluralibacter gergoviae,2,2025
Trichomonas vaginalis,2,2025
Pseudoglutamicibacter species,2,2025
Weissella confusa,2,2025
Haemophilus haemolyticus,2,2025
Corynebacterium aurimucosum,2,2025
Lactobacillus johnsonii,2,2025
Bacteroides caccae,2,2025
Actinomyces oris,2,2025
Salmonella london,2,2025
Chryseobacterium arthrosphaerae,2,2025
Aspergillus niger,2,2025
Kluyvera species,2,2025
Phocaeicola species,2,2025
Streptococcus sanguinis,2,2025
Prevotella loescheii,2,2025
Acinetobacter pittii,2,2025
Sphingomonas paucimobilis,2,2025
Fusobacterium necrophorum,2,2025
Prevotella nanceiensis,2,2025
Lactococcus lactis,2,2025
Cutibacterium species,2,2025
Solobacterium moorei,2,2025
Myroides species,2,2025
Peptoniphilus species,2,2025
Clostridium novyi,2,2025
Campylobacter coli,2,2025
Staphylococcus saccharolyticus,2,2025
Acinetobacter baumannii group,2,2025
Moraxella osloensis,2,2025
Legionella pneumophila serogroup 1,2,2025
Staphylococcus species,2,2025
Helcococcus species,2,2025
Mycoplasma hominis,2,2025
Leuconostoc species,2,2025
Bacteroides eggerthii,2,2025
Rhodotorula rubra,2,2025
Geotrichum species,2,2025
Catabacter hongkongensis,2,2025
Aerococcus urinae,2,2025
Bacteroides pyogenes,2,2025
Actinomyces urogenitalis,2,2025
Parabacteroides gordonii,2,2025
Mycobacterium gordonae,2,2025
Ralstonia picketti,2,2025
Acinetobacter bereziniae,2,2025
Limosilactobacillus species,1,2025
Lodderomyces elongisporus,1,2025
Robinsoniella peoriensis,1,2025
Chryseobacterium gleum,1,2025
Hafnia species,1,2025
Haemophilus parahaemolyticus,1,2025
Peptostreptococcus stomatis,1,2025
Corynebacterium macginleyi,1,2025
Aspergillus versicolor Group,1,2025
Gordonia species,1,2025
Leuconostoc mesenteroides,1,2025
Citrobacter werkmanii,1,2025
Streptococcus cristatus,1,2025
Staphylococcus pseudintermedius,1,2025
Escherichia fergusonii,1,2025
Non-haemolytic streptococcus,1,2025
Elizabethkingia miricola,1,2025
Actinobaculum schaalii,1,2025
Clostridium sporogenes,1,2025
Basidiobolus species,1,2025
Corynebacterium accolens,1,2025
Ruminococcus gnavus,1,2025
Finegoldia species,1,2025
Salmonella group E,1,2025
Neisseria meningitidis group Y,1,2025
Corynebacterium singulare,1,2025
Alistipes onderdonkii,1,2025
Streptococcus mitis,1,2025
Lactobacillus paracasei,1,2025
Candida utilis,1,2025
Paraeggerthella species,1,2025
Fungal Hyphae,1,2025
Candida membranifaciens,1,2025
Enterobacter bugandensis,1,2025
Cellulosimicrobium cellulans,1,2025
Porphyromonas asaccharolytica,1,2025
Clostridium symbiosum,1,2025
Yarrowia lipolytica,1,2025
Cupriavidus gilardii,1,2025
Corynebacterium glucuronolyticum,1,2025
Brevibacterium species,1,2025
Candida fabianii,1,2025
Prevotella timonensis,1,2025
Lactococcus garvieae,1,2025
Prevotella histicola,1,2025
Paeniclostridium sordellii,1,2025
Veillonella dispar,1,2025
Prevotella denticola,1,2025
Prevotella oris,1,2025
Paenibacillus glucanolyticus,1,2025
Clostridium paraputrificum,1,2025
Proteus hauseri,1,2025
Globicatella species,1,2025
Corynebacterium massiliense,1,2025
Neisseria flavescens subflava group,1,2025
Bacillus cereus group,1,2025
Actinotignum schaalii,1,2025
Acinetobacter variabilis,1,2025
Fusobacterium nucleatum,1,2025
Gleimia europaea,1,2025
Pasteurella multocida,1,2025
Anaerococcus vaginalis,1,2025
Vagococcus fluvialis,1,2025
Desulfovibrio species,1,2025
Geotrichum candidum,1,2025
Scedosporium inflatum,1,2025
Clostridium baratii,1,2025
Anaerobic Gram-negative cocci,1,2025
Alcaligenes species,1,2025
Pseudomonas koreensis,1,2025
Campylobacter jejuni subsp. Jejuni,1,2025
Anaerococcus species,1,2025
Vibrio species,1,2025
Aeromonas caviae,1,2025
Prevotella melaninogenica,1,2025
Cryptococcus curvatus,1,2025
Eubacterium species,1,2025
Pseudomonas mendocina,1,2025
Microbacterium species,1,2025
Bacillus pumilus,1,2025
Roseomonas mucosa,1,2025
Prevotella nigrescens,1,2025
Atopobium parvulum,1,2025
Leclercia adecarboxylata,1,2025
Rothia koreensis,1,2025
Streptococcus mutans,1,2025
Porphyromonas species,1,2025
Lactobacillus delbrueckii,1,2025
Capnocytophaga sputigena,1,2025
Campylobacter rectus,1,2025
Acidaminococcus intestini,1,2025
Prevotella oralis,1,2025
Corynebacterium propinquum,1,2025
Cladosporium species,1,2025
Actinomyces neuii ss neuii,1,2025
Clostridium saudiense,1,2025
Cupriavidus pauculus,1,2025
Corynebacterium argentoratense,1,2025
Fusobacterium gonidiaformans,1,2025
Paenibacillus illinoisensis,1,2025
Streptococcus iniae,1,2025
Malassezia furfur,1,2025
Peptoniphilus gorbachii,1,2025
Trichosporon faecale,1,2025
Bifidobacterium breve,1,2025
Weissella species,1,2025
Phialophora species,1,2025
Flavonifractor plautii,1,2025
Streptococcus infantarius,1,2025
Kluyvera georgiana,1,2025
