Organism_Combination,Count,Year
"Candida albicans | Candida species | Escherichia coli | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2015
Candida species | Escherichia coli | Klebsiella pneumoniae | Pseudomonas aeruginosa,1,2015
Serratia marcescens | Serratia species,1,2015
Candida species | Escherichia coli | Klebsiella aerogenes | Methicillin resistant Staphylococcus aureus | Stenotrophomonas maltophilia,1,2015
"Alpha-haemolytic streptococcus | Clostridioides difficile | Enterococcus species | Escherichia coli | Klebsiella species | Neisseria species | Proteus species | Staphylococcus, coagulase negative",1,2015
Candida albicans | Candida species | Klebsiella species,1,2015
Escherichia species | Gram-negative bacilli | Lactobacillus species,1,2015
Acinetobacter species | Streptococcus agalactiae | Streptococcus bovis group,1,2015
Candida parapsilosis | Candida species | Moraxella species,1,2015
Diphtheroids | Enterococcus species,1,2015
Candida parapsilosis | Candida species | Escherichia coli | Micrococcus luteus,1,2015
Escherichia coli | Klebsiella pneumoniae | Morganella morganii,1,2015
Rothia dentocariosa,1,2015
Candida guilliermondii | Candida species | Pseudomonas aeruginosa,1,2015
Candida albicans | Candida glabrata | Methicillin resistant Staphylococcus aureus | Yeast,1,2015
Proteus species,1,2015
"Alpha-haemolytic streptococcus | Citrobacter species | Enterococcus species | Klebsiella pneumoniae | Klebsiella species | Morganella morganii | Neisseria species | Pichia kudriavzevii | Proteus species | Rothia mucilaginosa | Staphylococcus, coagulase negative",1,2015
Escherichia coli | Mycobacterium chelonae | Pseudomonas aeruginosa,1,2015
Clostridioides difficile | Escherichia coli | Klebsiella pneumoniae | Trichosporon species,1,2015
Elizabethkingia meningoseptica | Escherichia coli | Staphylococcus aureus,1,2015
Candida albicans | Enterococcus species | Yeast,1,2015
"Enterococcus species | Escherichia coli | Klebsiella species | Proteus species | Staphylococcus, coagulase negative",1,2015
"Pseudomonas species | Staphylococcus, coagulase negative",1,2015
Candida albicans | Mycobacterium species,1,2015
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Aspergillus terreus | Candida albicans | Candida parapsilosis | Candida species | Klebsiella pneumoniae | Pseudomonas aeruginosa | Stenotrophomonas maltophilia | Streptococcus pyogenes,1,2015
Candida albicans | Candida species | Escherichia coli,1,2015
"Acinetobacter baumannii | Alpha-haemolytic streptococcus | Enterococcus species | Escherichia coli | Klebsiella species | Neisseria species | Staphylococcus, coagulase negative",1,2015
Aeromonas hydrophila | Clostridium perfringens | Enterococcus faecalis | Enterococcus species | Escherichia coli | Klebsiella pneumoniae,1,2015
Acinetobacter species | Morganella morganii | Prevotella bivia | Staphylococcus aureus | Stenotrophomonas maltophilia | Streptococcus agalactiae,1,2015
Candida glabrata | Escherichia coli | Haemophilus influenzae | Pseudomonas aeruginosa | Stenotrophomonas maltophilia | Yeast,1,2015
Enterobacter cloacae,1,2015
"Coliform bacteria | Enterobacter species | Enterococcus species | Escherichia coli | Gram-negative bacilli | Klebsiella pneumoniae | Klebsiella species | Staphylococcus, coagulase negative",1,2015
Enterobacter species | Methicillin resistant Staphylococcus aureus | Pseudomonas species,1,2015
Aeromonas sobria | Burkholderia cepacia | Clostridioides difficile,1,2015
Anaerobic bacteria | Haemophilus influenzae | Staphylococcus aureus,1,2015
Candida tropicalis | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus aureus,1,2015
Aeromonas species,1,2015
"Abiotrophia defectiva | Acinetobacter baumannii | Acinetobacter species | Candida lusitaniae | Candida parapsilosis | Candida species | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2015
Candida albicans | Chryseobacterium indologenes | Enterococcus species | Methicillin resistant Staphylococcus aureus | Staphylococcus aureus,1,2015
Candida albicans | Citrobacter species | Enterococcus species | Streptococcus constellatus,1,2015
Candida lusitaniae | Candida species | Enterococcus faecalis | Escherichia coli | Lactobacillus fermentum,1,2015
Candida albicans | Candida glabrata | Escherichia coli | Klebsiella pneumoniae | Proteus vulgaris,1,2015
Escherichia coli | Lactobacillus species,1,2015
Bacteroides fragilis | Proteus mirabilis | Streptococcus anginosus,1,2015
Bacillus species | Gram-negative bacilli | Methicillin resistant Staphylococcus aureus | Proteus mirabilis | Streptococcus gallolyticus subspecies pasteurianus,1,2015
Salmonella group C,1,2015
"Enterococcus species | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2015
"Bacillus species | Candida albicans | Pseudomonas aeruginosa | Staphylococcus aureus | Staphylococcus, coagulase negative",1,2015
Mycobacterium species | Mycobacterium tuberculosis | Yeast,1,2015
Candida species | Klebsiella pneumoniae | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa,1,2015
Candida albicans | Candida species | Prevotella melaninogenica | Pseudomonas aeruginosa | Stenotrophomonas maltophilia | Streptococcus constellatus,1,2015
Aeromonas species | Candida glabrata | Candida species | Candida tropicalis,1,2015
Clostridium perfringens | Diphtheroids | Escherichia coli | Klebsiella pneumoniae,1,2015
Enterobacter species | Escherichia coli | Streptococcus milleri group,1,2015
Escherichia coli | Streptococcus agalactiae,1,2015
"Candida albicans | Candida species | Clostridium perfringens | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Staphylococcus, coagulase negative | Streptococcus milleri group",1,2015
Candida tropicalis | Citrobacter werkmanii | Escherichia coli,1,2015
Citrobacter koseri | Escherichia coli | Haemophilus influenzae | Klebsiella pneumoniae,1,2015
Candida albicans | Klebsiella pneumoniae | Klebsiella species | Yeast,1,2015
Acinetobacter baumannii | Acinetobacter species | Candida albicans | Pichia kudriavzevii | Rhodotorula rubra,1,2015
Candida species | Pseudomonas species | Stenotrophomonas maltophilia,1,2015
"Alpha-haemolytic streptococcus | Bacillus species | Clostridioides difficile | Escherichia coli | Klebsiella species | Rothia mucilaginosa | Staphylococcus aureus | Staphylococcus, coagulase negative",1,2015
"Candida albicans | Cutibacterium acnes | Enterococcus faecalis | Haemophilus influenzae | Klebsiella pneumoniae | Pseudomonas aeruginosa | Staphylococcus aureus | Staphylococcus, coagulase negative | Streptococcus pneumoniae",1,2015
"Bacillus species | Klebsiella pneumoniae | Scedosporium apiospermum | Staphylococcus, coagulase negative",1,2015
Morganella morganii | Pseudomonas aeruginosa,1,2015
Acinetobacter species | Enterobacter species | Methicillin resistant Staphylococcus aureus,1,2015
Bacteroides species | Escherichia coli | Gram-negative bacilli | Klebsiella species | Staphylococcus aureus | Stenotrophomonas maltophilia,1,2015
Candida albicans | Enterobacter species | Enterococcus species,1,2015
"Acinetobacter species | Bacillus species | Candida tropicalis | Citrobacter species | Enterococcus species | Klebsiella species | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2015
Candida species | Enterobacter species | Enterococcus species | Escherichia coli | Klebsiella aerogenes,1,2015
Clostridium perfringens | Enterococcus species | Escherichia coli | Methicillin resistant Staphylococcus aureus,1,2015
Acinetobacter baumannii | Bacillus species | Candida albicans | Candida species | Escherichia coli | Methicillin resistant Staphylococcus aureus | Moraxella species | Pseudomonas aeruginosa | Staphylococcus aureus,1,2015
Citrobacter species | Enterococcus species | Klebsiella species,1,2015
"Enterococcus faecium | Gram-negative bacilli | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2015
Acinetobacter baumannii | Acinetobacter species | Candida albicans | Candida species | Enterococcus species | Prevotella intermedia | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2015
Candida glabrata | Enterobacter cloacae complex | Klebsiella pneumoniae | Pseudomonas aeruginosa,1,2015
Candida albicans | Candida glabrata | Candida species | Citrobacter species | Enterobacter species | Methicillin resistant Staphylococcus aureus | Staphylococcus capitis,1,2015
"Candida albicans | Candida species | Staphylococcus, coagulase negative | Streptococcus constellatus",1,2015
Bacteroides fragilis group | Enterococcus faecalis | Escherichia coli | Gram-negative bacilli,1,2015
Enterococcus species | Salmonella group D,1,2015
Corynebacterium species | Enterobacter cloacae complex,1,2015
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Candida tropicalis | Klebsiella pneumoniae,1,2015
Enterococcus faecium | Escherichia coli | Klebsiella pneumoniae,1,2015
Candida albicans | Escherichia coli | Methicillin resistant Staphylococcus aureus | Stenotrophomonas maltophilia,1,2015
Acinetobacter species | Methicillin resistant Staphylococcus aureus | Proteus species,1,2015
"Bacteroides fragilis group | Candida glabrata | Diphtheroids | Enterococcus faecalis | Enterococcus faecium | Klebsiella pneumoniae | Klebsiella species | Staphylococcus aureus | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2015
Candida species | Escherichia coli | Hafnia alvei,1,2015
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Escherichia coli | Gram-negative bacilli | Streptococcus anginosus,1,2015
Candida glabrata | Enterococcus species | Methicillin resistant Staphylococcus aureus,1,2015
"Acinetobacter species | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2015
Escherichia coli | Proteus mirabilis | Pseudomonas aeruginosa | Streptococcus intermedius,1,2015
Acinetobacter species | Candida parapsilosis | Escherichia coli | Klebsiella oxytoca | Methicillin resistant Staphylococcus aureus | Stenotrophomonas maltophilia | Yeast,1,2015
Proteus species | Pseudomonas aeruginosa | Stenotrophomonas maltophilia,1,2015
Acinetobacter species | Enterococcus faecium | Escherichia coli,1,2015
"Alpha-haemolytic streptococcus | Diphtheroids | Enterococcus species | Escherichia coli | Neisseria species | Pseudomonas aeruginosa | Rothia mucilaginosa | Staphylococcus, coagulase negative",1,2015
"Candida albicans | Enterococcus faecium | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2015
"Alpha-haemolytic streptococcus | Candida albicans | Candida glabrata | Candida species | Candida tropicalis | Enterococcus faecium | Klebsiella species | Staphylococcus, coagulase negative",1,2015
"Alpha-haemolytic streptococcus | Enterococcus species | Escherichia coli | Rothia mucilaginosa | Staphylococcus, coagulase negative",1,2015
Enterobacter cloacae complex | Escherichia coli | Klebsiella pneumoniae | Pseudomonas aeruginosa,1,2015
"Bacillus species | Citrobacter species | Gram-negative bacilli | Klebsiella species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2015
Achromobacter xylosoxidans | Candida albicans | Dialister pneumosintes | Klebsiella species | Peptostreptococcus species | Prevotella intermedia | Pseudomonas aeruginosa | Streptococcus milleri group,1,2015
"Bacillus species | Candida glabrata | Candida species | Candida tropicalis | Citrobacter species | Enterococcus faecium | Enterococcus species | Klebsiella species | Staphylococcus, coagulase negative",1,2015
"Bacillus species | Diphtheroids | Staphylococcus, coagulase negative",1,2015
Enterococcus species | Escherichia coli | Klebsiella species | Proteus species | Pseudomonas aeruginosa,1,2015
Candida species | Enterobacter cloacae | Enterobacter species,1,2015
Candida albicans | Citrobacter koseri | Coliform bacteria,1,2015
Acinetobacter baumannii | Candida albicans | Candida glabrata | Candida species | Diphtheroids | Enterobacter species | Klebsiella pneumoniae | Rhizopus species | Saccharomyces cerevisiae | Streptococcus mitis,1,2015
Campylobacter fetus | Pseudomonas aeruginosa,1,2015
Clostridioides difficile | Escherichia coli | Listeria monocytogenes | Methicillin resistant Staphylococcus aureus,1,2015
Acinetobacter species | Bacteroides fragilis group | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Proteus species,1,2015
Gram-negative bacilli | Yeast,1,2015
Methicillin resistant Staphylococcus aureus | Salmonella group B,1,2015
Alpha-haemolytic streptococcus | Candida glabrata | Enterococcus species,1,2015
Acinetobacter baumannii | Candida albicans | Diphtheroids | Enterococcus species | Non-fermentative Gram-negative bacilli | Pseudomonas aeruginosa | Staphylococcus aureus | Staphylococcus species,1,2015
"Bacillus species | Burkholderia cepacia | Candida species | Candida tropicalis | Diphtheroids | Enterococcus species | Escherichia coli | Klebsiella pneumoniae | Klebsiella species | Proteus species | Staphylococcus, coagulase negative | Stenotrophomonas maltophilia",1,2015
"Candida albicans | Candida parapsilosis | Candida species | Corynebacterium jeikeium | Corynebacterium minutissimum | Corynebacterium species | Enterobacter cloacae | Enterobacter species | Escherichia coli | Klebsiella species | Methicillin resistant Staphylococcus aureus | Pseudomonas aeruginosa | Staphylococcus, coagulase negative",1,2015
"Candida albicans | Candida species | Staphylococcus, coagulase negative",1,2015
Acinetobacter species | Anaerobic bacteria | Candida albicans | Citrobacter species | Escherichia coli | Pseudomonas aeruginosa | Staphylococcus aureus,1,2015
Citrobacter species | Enterococcus species | Klebsiella species | Pseudomonas aeruginosa,1,2015
Acinetobacter calcoaceticus-Acinetobacter baumannii complex | Stenotrophomonas maltophilia,1,2015
